SiteID,route,state,REGION,stop,wet_prop_300,wet_prop_600,wet_prop_1000,wet_prop_5000,wet_prop_10000,T_ROAD_LEN_300,T_ROAD_LEN_600,T_ROAD_LEN_1000,T_ROAD_LEN_5000,T_ROAD_LEN_10000,P_ROAD_LEN_300,P_ROAD_LEN_600,P_ROAD_LEN_1000,P_ROAD_LEN_5000,P_ROAD_LEN_10000,S_ROAD_LEN_300,S_ROAD_LEN_600,S_ROAD_LEN_1000,S_ROAD_LEN_5000,S_ROAD_LEN_10000,O_ROAD_LEN_300,O_ROAD_LEN_600,O_ROAD_LEN_1000,O_ROAD_LEN_5000,O_ROAD_LEN_10000,PS_ROAD_LEN_300,PS_ROAD_LEN_600,PS_ROAD_LEN_1000,PS_ROAD_LEN_5000,PS_ROAD_LEN_10000,imperv300,imperv600,imperv1000,imperv5,imperv10,PROP_FOR_300,PROP_FOR_600,PROP_FOR_1000,PROP_FOR_5000,PROP_FOR_10000,PROP_DEV_300,PROP_DEV_600,PROP_DEV_1000,PROP_DEV_5000,PROP_DEV_10000,PROP_AGR_300,PROP_AGR_600,PROP_AGR_1000,PROP_AGR_5000,PROP_AGR_10000,Num.Surveys,Num.Years,Car.Count,Noise.Num,NOISE_LEV,ANFO,HYCI,HYGR,HYSQ,LICA,LICL,LIPA,LIPI,LISP,LISY,HYCV,PSTR,richness,NPP
12175,500323,MN,MW,4,0.61900186,0.418604352,0.30672153,0.489654486,0.472930183,599.4,1710.5,3256.8,92222.4,373375.1,0,0,0,0,0,0,0,0,0,15176.2,599.4,1710.5,3256.8,92222.4,358198.9,0,0,0,0,15176.2,0.008173077,0.004310897,0.002814836,0.001962233,0.002235461,0.07692,0.19551,0.29787,0.26546,0.26523,0,0,0,7.00E-05,1.00E-04,0,0,0,0.00059,0.01346,19,6,0.230769231,1,0.052631579,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,1,5,95
12188,500324,MN,MW,7,0.313692679,0.387085002,0.390796678,0.300695497,0.344766722,919.2,1967.6,4289.2,114906.1,378886.9,0,0,0,0,0,0,0,0,7463.3,30076.9,919.2,1967.6,4289.2,107442.8,348810,0,0,0,7463.3,30076.9,0.007460317,0.004122807,0.004416931,0.004442322,0.00367377,0.26349,0.25199,0.2911,0.45172,0.43421,0,0,0,0.00395,0.00361,0,0,0.00086,0.00107,0.00279,24,8,0.5,4,0.166666667,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,7,88
12195,500326,MN,MW,4,0.290146846,0.157573363,0.106452447,0.075197224,0.122901629,528.2,2248.9,4232,140709.7,551840.1,0,0,0,0,0,0,0,0,7528.5,29144.8,528.2,2248.9,4232,133181.2,522695.3,0,0,0,7528.5,29144.8,0.002977346,0.00668,0.004631761,0.003504401,0.003217417,0,0.0072,0.00259,0.00919,0.00947,0,0.008,0.00748,0.00142,0.00117,0.66343,0.6592,0.75403,0.76556,0.65021,10,4,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,94
12208,500327,MN,MW,7,0.144488725,0.218705549,0.221474193,0.240000957,0.23173314,677.3,1759.2,5355.1,137870.3,568655.2,0,0,0,0,0,0,0,0,25646.1,66093.6,677.3,1759.2,5355.1,112224.2,502561.6,0,0,0,25646.1,66093.6,0.008525641,0.004863782,0.003484761,0.005464922,0.005693973,0.10577,0.11779,0.13399,0.11831,0.12869,0,0,0.00029,0.00234,0.00317,0.45513,0.25962,0.35969,0.41664,0.46282,15,5,0.111111111,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,5,103
12214,500328,MN,MW,3,0,0.063307467,0.121841356,0.153157241,0.139754181,914,1920.6,4383.4,108822,494388.7,0,0,0,0,0,0,0,571.2,9435.8,55428.9,914,1920.6,3812.2,99386.2,438959.8,0,0,571.2,9435.8,55428.9,0.011242038,0.006378897,0.005955121,0.006339954,0.008786181,0.00637,0.004,0.01611,0.04771,0.03591,0,0,0,7.00E-04,0.00589,0.73567,0.78337,0.64614,0.71028,0.72079,14,5,0.166666667,0,0,NA,NA,NA,NA,0,0,NA,1,NA,1,0,1,4,99
12231,500329,MN,MW,10,0.222694084,0.111960983,0.153402487,0.325096618,0.308526548,1414.4,10618.9,31177.1,502113.9,2026776.8,509.7,2234.5,4025.5,21071.3,55423.9,0,0,0,0,131890.7,904.7,8384.4,27151.6,481042.6,1839462.2,509.7,2234.5,4025.5,21071.3,187314.6,0.252275641,0.337588141,0.287656699,0.154572862,0.148205697,0.19231,0.1242,0.08453,0.14977,0.16998,0.42628,0.61058,0.58568,0.34322,0.31772,0,0,0.02559,0.03603,0.04534,28,11,6.916666667,8,0.285714286,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,1,4,105
12234,500330,MN,MW,3,0.287926521,0.219480325,0.267601072,0.319078225,0.298515067,1170.1,2801.5,11535.8,203114.7,793124.1,0,0,3111.2,24785,44251.7,0,0,0,0,16500.8,1170.1,2801.5,8424.6,178329.7,732371.6,0,0,3111.2,24785,60752.5,0.004345048,0.004952077,0.01464399,0.008107769,0.011883617,0.32588,0.31709,0.24387,0.15682,0.17294,0,0,0.03286,0.01831,0.02336,0.11502,0.0647,0.07985,0.15117,0.11088,31,12,1.090909091,2,0.064516129,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,1,6,102
12259,500333,MN,MW,8,0,0,0.008711256,0.040926071,0.021822167,597.1,1924.7,4710.1,138563.6,585491.3,0,0,0,0,0,0,0,0,1985.4,42292.3,597.1,1924.7,4710.1,136578.2,543199,0,0,0,1985.4,42292.3,0.011405751,0.004664,0.006698276,0.005775157,0.011287582,0.01597,0.0088,0.01293,0.01124,0.01017,0.01917,0.0056,0.01149,0.00749,0.018,0.89137,0.9312,0.91207,0.86177,0.85126,15,5,0,1,0.066666667,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,101
12271,500334,MN,MW,10,0.049503825,0.137601754,0.080862663,0.044531939,0.063175938,573.7,2282.04,6929,154559.2,709060.5,0,0,0,0,54.7,0,0,0,10355,47179.7,573.7,22821,6929,144204.2,661826.1,0,0,0,10355,47234.4,0.004984127,0.005421975,0.003780207,0.00839919,0.019016966,0,0,0.00547,0.014,0.01428,0,0,0,0.00802,0.03124,0.89524,0.84873,0.8714,0.85732,0.79788,15,5,0.375,2,0.133333333,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,113
12279,500335,MN,MW,8,0.002270145,0.005365284,0.003614775,0.002238893,0.06902759,667.9,1949.3,4357.8,95837.8,492817.7,0,0,0,0,0,0,0,0,0,49643.2,667.9,1949.3,4357.8,95837.8,443174.5,0,0,0,0,49643.2,0.005016181,0.006384,0.004389192,0.003976113,0.010473595,0,0,0.00144,0.12247,0.19603,0,0.0072,0.00316,0.00476,0.01782,0.55663,0.6232,0.59557,0.39724,0.30732,15,5,0.333333333,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,1,3,110
12286,500337,MN,MW,5,0,0.003856739,0.011167289,0.022419206,0.01582192,568.4,1410.7,4084.2,128510,555575.4,0,0,0,8567.4,29053.8,0,0,0,4275.1,37412.8,568.4,1410.7,4084.2,115667.5,489108.8,0,0,0,12842.5,66466.6,0.001496815,0.001088165,0.009550303,0.005608339,0.00728437,0,0,0.01009,0.0053,0.0054,0,0,0.01557,0.00701,0.01,0.93631,0.95155,0.87979,0.83273,0.84448,18,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,2,99
12295,500339,MN,MW,4,0.011140677,0.005789313,0.013061773,0.018593991,0.016024433,741.9,1341,6025.9,142911,604631.5,0,0,0,0,0,0,0,0,7583.9,49206,741.9,1341,6025.9,135327.1,555425.5,0,0,0,7583.9,49206,0.017428571,0.006322942,0.005112133,0.004119603,0.004872711,0,0,0.00316,0.00619,0.00958,0.02857,0.00719,0.00259,0.00229,0.00407,0.87619,0.95284,0.94623,0.92695,0.90947,30,10,0.111111111,1,0.033333333,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,111
12310,500340,MN,MW,9,0.190142452,0.117302365,0.066422909,0.015918115,0.021568341,912.7,2539.7,7830.5,151272.7,538014.4,0,0,2604.7,19461.1,40124,0,0,0,0,18175.2,912.7,2539.7,5225.8,131811.6,479715.2,0,0,2604.7,19461.1,58299.2,0.025796178,0.011593625,0.021937248,0.011738565,0.01027912,0.1242,0.14422,0.11313,0.03271,0.02347,0.03185,0.01116,0.04519,0.01408,0.01056,0.16561,0.25418,0.38025,0.76032,0.76238,23,8,0.071428571,6,0.260869565,NA,NA,NA,NA,NA,0,NA,1,NA,NA,1,1,4,112
12314,500341,MN,MW,3,0.003183392,0.008361451,0.004921506,0.015999644,0.023881618,1005.5,2625.8,6129.8,128311.7,522597.3,0,0,0,18449.1,39262.2,0,0,0,0,8296,1005.5,2625.8,6129.8,109862.6,475039.1,0,0,0,18449.1,47558.2,0.018576052,0.013234588,0.0094478,0.010688826,0.009678862,0,0,0.01467,0.01106,0.02981,0,0,0.00058,0.0212,0.01703,0.69903,0.81585,0.85275,0.82833,0.75957,42,14,0.095238095,4,0.095238095,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,1,4,109
12324,500342,MN,MW,3,0.007671882,0.002269827,0.001303435,0.012899329,0.01383854,622.5,2085.8,5966.3,10038.5,478434.9,0,0,0,0,21422.8,0,0,0,0,0,622.5,2085.8,5966.3,10038.5,457012.1,0,0,0,0,21422.8,0.009253247,0.009208,0.008024691,0.003882081,0.006836423,0.00325,0.044,0.09561,0.40212,0.34411,0.00325,0.008,0.00459,0.00318,0.01149,0.2922,0.4552,0.52541,0.23843,0.30725,21,7,0.333333333,2,0.095238095,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,1,3,113
12337,500402,MN,MW,6,0.688722053,0.677066381,0.759799785,0.78869866,0.690876628,607.7,1256.4,4249.1,43981.2,NA,0,0,0,0,NA,0,0,0,0,NA,607.7,1256.4,4249.1,43981.2,NA,0,0,0,0,NA,0.002689873,0.00239459,0.001553314,0.000725369,0.000419752,0,0.01352,0.01556,0.01583,NA,0,0,0,0.00022,NA,0,0,0,0.00301,NA,3,1,1,1,0.333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,3,74
12351,500404,MN,MW,10,0.033874626,0.050412275,0.044540332,0.0450976,0.04898192,547.5,1171.3,4434.5,137720.9,574554,0,0,0,0,0,0,0,0,19136,39553,547.5,1171.3,4434.5,118584.9,535001,0,0,0,19136,39553,0.004551282,0.00276221,0.004771486,0.005065992,0.004363186,0.03846,0.06565,0.04513,0.02859,0.03875,0,0,0.00402,0.00451,0.00277,0.75962,0.73819,0.74648,0.77413,0.75392,22,9,0,3,0.136363636,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,4,84
12376,500408,MN,MW,5,0.825480337,0.527247745,0.474908357,0.507818991,0.387243956,708.5,2266.8,4620.3,90727.4,252817.7,0,0,0,0,0,0,0,0,NA,NA,708.5,2266.8,4620.3,82058.3,250705.7,0,0,0,NA,NA,0.003022508,0.003136,0.003821839,0.004202066,0.002266435,0.0836,0.3856,0.43678,0.37444,0.46207,0.01929,0.0048,0.00402,0.00396,0.00176,0,0,0,0.0046,0.00176,27,9,0.466666667,4,0.148148148,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,8,78
12385,500411,MN,MW,4,0.017380634,0.072517234,0.040046243,0.171422937,0.261597613,619.5,1253.4,2063.8,30642.8,NA,0,0,0,0,NA,0,0,0,9706.1,NA,619.5,1253.4,2063.8,20936.7,NA,0,0,0,9706.1,NA,0.005533981,0.002752,0.001809551,0.002251858,0.001446681,0.8932,0.8904,0.91283,0.64075,NA,0,0,0,0.00318,NA,0,0,0.00086,0.00031,NA,30,10,0,6,0.2,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,1,3,85
12399,500413,MN,MW,8,0.141311824,0.106704648,0.058039861,0.020862431,0.012891776,599.5,1276.6,4927.2,139722.2,497062.5,0,0,0,0,0,0,0,1271.8,14937.2,36957,599.5,1276.6,3655.4,124785,460105.5,0,0,1271.8,14937.2,36957,0.00399361,0.002565737,0.009008931,0.010222071,0.005729117,0,0.00398,0.00144,0.0057,0.00495,0,0,0.00807,0.01543,0.00643,0.61022,0.68685,0.71881,0.84065,0.87263,24,8,0,1,0.041666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,7,88
12411,500414,MN,MW,10,0.04790409,0.12344959,0.183444993,0.152978367,0.16721879,951.6,2118.8,6044.3,115785.6,482158,0,0,0,0,84.6,0,0,0,0,36436,951.6,2118.8,6044.3,115785.6,445637.4,0,0,0,0,36520.6,0.006225806,0.004258373,0.004436458,0.003508227,0.006971499,0,0.03748,0.04859,0.0663,0.08434,0,0,0,0.00242,0.01051,0.81613,0.73764,0.67194,0.58505,0.51639,12,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,5,85
12419,500415,MN,MW,8,0.31133798,0.255135131,0.32413156,0.441567676,0.422790864,672.7,1422.7,2226.6,60632.2,222417.1,0,0,0,0,0,0,0,0,0,8163.8,672.7,1422.7,2226.6,60632.2,214253.3,0,0,0,0,8163.8,0.007275641,0.002798717,0.001508621,0.000829402,0.001084074,0.58013,0.60706,0.5296,0.41844,0.44065,0,0,0,5.00E-05,0.00022,0,0,0,0.00052,0.00114,45,15,0,0,0,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,8,87
12424,500416,MN,MW,3,0.367593835,0.354216197,0.362331306,0.331938752,0.301491727,599.3,5175,9637.3,108613.9,509864.6,0,0,0,0,0,0,0,0,0,38323.2,599.3,5175,9637.3,108613.9,471541.4,0,0,0,0,38323.2,0.009169329,0.016139089,0.011869615,0.005732744,0.008850583,0.30671,0.39249,0.44457,0.3984,0.45117,0,0.00959,0.01293,0.00305,0.01303,0,0.0048,0.01235,0.00815,0.0099,25,10,1.066666667,1,0.04,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,8,90
12440,500417,MN,MW,9,0.681446747,0.557240779,0.547415604,0.448219896,0.455653115,600.3,1217.6,1870.3,46470.1,227656.3,0,0,0,0,0,0,0,0,14311.2,51604.8,600.3,1217.6,1870.3,32158.9,176051.5,0,0,0,14311.2,51604.8,0.001936508,0.000934505,0.00062464,0.000822239,0.001398852,0.21905,0.3754,0.3886,0.4057,0.39197,0,0,0,0.00106,0.00202,0,0,0,0,0.00055,15,5,0.083333333,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,1,83
12445,500418,MN,MW,4,0.267110346,0.165702222,0.17047,0.233117094,0.23017768,601.2,1247.8,2840.9,48798,254400.7,0,0,0,0,0,0,0,0,0,0,601.2,1247.8,2840.9,48798,254400.7,0,0,0,0,0,0.005844156,0.002652733,0.001726122,0.000709872,0.002147616,0.50649,0.64228,0.59177,0.56174,0.55516,0,0,0,0,0.00207,0,0,0,0.00023,0.00122,24,8,0,1,0.041666667,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,1,6,81
12455,500419,MN,MW,4,0.284271414,0.297468146,0.321203979,0.25691942,0.223130119,599.7,1199.1,3525.8,38355,82910.4,0,0,0,0,0,0,0,0,0,0,599.7,1199.1,3525.8,38355,82910.4,0,0,0,0,0,0.002436709,0.001178344,0.002674352,0.001061061,0.000767408,0.38291,0.35111,0.41182,0.58179,0.43479,0,0,0,0.00122,0.00112,0,0,0,0,0,21,8,0,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,1,6,72
12464,500420,MN,MW,3,0.1210075,0.072017326,0.049427639,0.089059531,0.103726483,650.2,1269.3,4390.2,153117.2,579774.1,0,0,0,18926.7,40159.4,0,0,0,0,11767.1,650.2,1269.3,4390.2,134190.5,527847.6,0,0,0,18926.7,51926.5,0.006421725,0.002513966,0.002498561,0.007555146,0.008130194,0.38019,0.23224,0.10305,0.0417,0.0548,0,0,0,0.01086,0.01168,0.01278,0.22027,0.49021,0.73005,0.67965,17,6,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,1,5,91
12477,500421,MN,MW,6,0.19487251,0.206364048,0.226152963,0.230609057,0.22155915,582.8,1212.2,2809,86882.3,428777.8,0,0,0,0,0,0,0,0,5513.9,41474.3,582.8,1212.2,2809,81368.4,387303.5,0,0,0,5513.9,41474.3,0.00415873,0.002428344,0.001623489,0.001549109,0.002967374,0.04127,0.12182,0.26339,0.31135,0.24688,0,0,0,0.00189,0.00587,0.4,0.40366,0.2369,0.22882,0.2839,24,8,0.083333333,2,0.083333333,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,1,5,93
12490,500422,MN,MW,9,0.042534073,0.077703248,0.146772161,0.219683018,0.243638214,598.1,1881.6,3227.8,105572.6,483436.2,0,0,0,0,0,0,0,0,0,39649.7,598.1,1881.6,3227.8,105572.6,443786.5,0,0,0,0,39649.7,0.007378641,0.005171863,0.003488506,0.003942445,0.006662208,0.13916,0.21508,0.18879,0.16843,0.18157,0,0,0,0.00013,0.0039,0.1877,0.16067,0.19454,0.19617,0.23665,7,2,0,2,0.285714286,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,98
12499,500423,MN,MW,8,0.195258649,0.303295375,0.396853231,0.58741746,0.577426727,1191.2,2536.8,4653.2,110275,310089.6,0,0,0,0,0,592.4,1193.4,1993.7,17545.9,42138.3,598.8,1343.4,2659.5,92729.1,267951.3,592.4,1193.4,1993.7,17545.9,42138.3,0.025955414,0.009856345,0.004735176,0.006499166,0.003085055,0.38217,0.35914,0.30455,0.24856,0.2441,0.01912,0.00479,0.00173,0.00603,0.00163,0,0,0.02101,0.00934,0.03724,14,5,4,2,0.142857143,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,1,5,92
12504,500424,MN,MW,3,0.665204816,0.504200112,0.457911389,0.318887274,0.318949215,579.2,1332.9,4169,140471.5,548022,0,0,0,0,10977.1,0,0,0,0,0,579.2,1332.9,4169,140471.5,537044.9,0,0,0,0,10977.1,0.002428115,0.002019154,0.001658999,0.004333498,0.007156155,0.20128,0.29848,0.2973,0.28643,0.31056,0,0,0,0.00498,0.01315,0,0.01756,0.00949,0.01871,0.02023,33,11,1,0,0,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,8,92
12514,500426,MN,MW,3,0.086157437,0.111389373,0.148112742,0.111403097,0.122192323,599,1200.8,4829.8,121604.8,479527,0,0,0,0,0,0,0,0,0,0,599,1200.8,4829.8,121604.8,479527,0,0,0,0,0,0.006410256,0.004398406,0.005208874,0.002931735,0.003257112,0.01603,0.01514,0.01354,0.00792,0.00849,0,0.00319,0.00519,0.009,0.00158,0.80128,0.81195,0.69576,0.74566,0.69964,21,8,0.090909091,3,0.142857143,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,5,94
12528,500427,MN,MW,7,0.055855728,0.087575697,0.169065402,0.18290791,0.184999919,507.3,2129.6,5939.1,115317.9,421560.9,0,0,0,0,0,0,0,0,0,0,507.3,2129.6,5939.1,115317.9,421560.9,0,0,0,0,0,0.002268371,0.002813749,0.002168294,0.002449489,0.002274271,0.01597,0.04556,0.11804,0.20462,0.18472,0,0,0,0.00115,0.00098,0.26518,0.3733,0.41183,0.37227,0.34117,29,11,0.888888889,2,0.068965517,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,4,93
12535,500428,MN,MW,4,0.034260279,0.044385069,0.060203292,0.161705078,0.156337851,753.7,1358,4184,103670.9,489453.6,0,0,0,0,0,0,0,0,6609.3,38959.4,753.7,1358,4184,97061.6,450494.2,0,0,0,6609.3,38959.4,0.008888889,0.004474522,0.006094964,0.006587695,0.007511082,0,0,0.00432,0.04443,0.04175,0,0,0,0.00066,0.00322,0.90159,0.95282,0.88058,0.7683,0.70069,39,13,0.055555556,1,0.025641026,NA,NA,NA,NA,0,0,NA,1,NA,1,1,1,6,102
12556,500430,MN,MW,5,0.288808286,0.422059858,0.343228333,0.121254847,0.14186015,1209.9,4111.8,8311.7,351786.8,1391201,0,0,0,0,0,0,0,0,13816.6,125258.1,1209.9,4111.8,9773.9,337970.2,1265942.9,0,0,0,13816.6,125258.1,0.033365079,0.017565842,0.012681805,0.034039329,0.040521618,0.3619,0.16281,0.16844,0.1954,0.22756,0.09841,0.0423,0.02817,0.09004,0.09574,0,0.01915,0.10894,0.11024,0.11142,40,14,13.33333333,22,0.55,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,8,107
12569,500432,MN,MW,8,0,0,0.000970843,0.039663717,0.021550506,643,1390.4,4020.4,124462,490838.1,0,0,0,0,0,0,0,0,NA,NA,643,1390.4,4020.4,120534.6,487676.1,0,0,0,NA,NA,0.002933754,0.001535402,0.004354467,0.004603392,0.006039422,0,0.01193,0.01354,0.01033,0.00864,0,0,0.00317,0.00319,0.00669,0.62776,0.77725,0.84813,0.87088,0.89251,15,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,3,100
12584,500434,MN,MW,3,0.003584016,0.024603156,0.029244952,0.077255289,0.115460612,525.4,1198.1,9003.7,169623.5,847969.5,0,0,2811.3,19824.3,40533.3,0,0,0,13759.9,116380.2,525.4,1198.1,6192.4,136039.3,691056,0,0,2811.3,33584.2,156913.5,0.005804416,0.004533121,0.01926107,0.013928428,0.025131188,0,0.02634,0.01696,0.07034,0.12997,0,0,0.03019,0.0178,0.03887,0.65931,0.6672,0.67884,0.61026,0.45724,35,12,0.545454545,5,0.142857143,NA,NA,NA,NA,0,0,NA,1,NA,1,1,1,5,112
12595,500435,MN,MW,4,0.0771417,0.129230539,0.121345025,0.081808353,0.057059333,598.6,1924.3,4813.4,140056.3,714246.9,0,0,0,0,0,0,0,0,27104.7,104368.6,598.6,1924.3,4813.4,112951.6,609878.3,0,0,0,27104.7,104368.6,0.009678457,0.00696,0.008711533,0.007921135,0.022777442,0,0.032,0.0673,0.03886,0.0383,0,0.0136,0.01007,0.00822,0.0334,0.91961,0.748,0.77883,0.72731,0.70303,42,14,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,0,1,1,4,111
12603,500439,MN,MW,2,0.176434336,0.070940185,0.026322698,0.012742226,0.021639853,757.6,2731.6,4869.7,123915.8,543903.5,0,0,0,0,0,0,0,0,0,18450.9,757.6,2731.6,4869.7,123915.8,525452.6,0,0,0,0,18450.9,0.012698413,0.00844,0.005569293,0.005169724,0.005230602,0,0.048,0.02099,0.00743,0.01112,0.01587,0.004,0.00144,0.0038,0.0039,0.26667,0.492,0.73232,0.88554,0.88124,6,2,2.4,5,0.833333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,107
12618,500441,MN,MW,7,0.00140764,0.003633789,0.004039905,0.005560906,0.009450246,788,2849.2,4865.5,152145.3,520240,0,0,0,0,0,0,0,0,0,9809.1,788,2849.2,4865.5,152145.3,510430.9,0,0,0,0,9809.1,0.016847134,0.011309904,0.00740858,0.008638529,0.009128499,0.23567,0.13498,0.1552,0.13008,0.16411,0.05732,0.03674,0.0239,0.02143,0.02149,0.05096,0.15495,0.2791,0.44573,0.41864,24,8,0.25,1,0.041666667,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,1,4,110
12623,500442,MN,MW,1,0,0.001340713,0.001896706,0.004832862,0.003525348,617.6,1688.7,3719.7,147790.3,525893.6,0,0,0,0,0,0,0,0,11866.2,18675.7,617.6,1688.7,3719.7,135924.1,507217.9,0,0,0,11866.2,18675.7,0.014871795,0.007523962,0.006322599,0.016752655,0.010599914,0.06731,0.13019,0.09603,0.16125,0.16876,0.03526,0.01757,0.01639,0.03913,0.02417,0.70833,0.6845,0.65095,0.38049,0.37368,5,2,0,2,0.4,NA,NA,NA,NA,0,1,0,0,NA,1,1,0,5,113
12644,500505,MN,MW,3,0.948772899,0.969518605,0.98899968,0.98978733,0.926753946,537,1150,1961.1,16570.4,109652.8,0,0,0,0,0,0,0,0,0,0,537,1150,1961.1,16570.4,109652.8,0,0,0,0,0,0.003184713,0.001200961,0.001537798,0.00048453,0.000826331,0.01911,0.02082,0.04082,0.03433,0.06012,0,0,0,0,1.00E-05,0,0,0,0,0.00419,24,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,5,76
12660,500506,MN,MW,9,0.761429448,0.916257688,0.911418469,0.955331081,0.972398872,704.9,1698.3,2907.5,27234,55809.8,0,0,0,0,0,0,0,0,0,0,704.9,1698.3,2907.5,27234,55809.8,0,0,0,0,0,0.003376206,0.001296,0.000692927,0.000250716,0.000131228,0.00965,0.0216,0.01639,0.01232,0.01279,0,0,0,0,0,0,0,0,0.00254,0.00273,10,4,0,1,0.1,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,0,2,78
12669,500508,MN,MW,8,0,0.107913821,0.315250079,0.235204619,0.229211056,864.9,1804.6,3106.3,68552.7,168159.8,0,0,0,0,0,0,0,0,0,0,864.9,1804.6,3106.3,68552.7,168159.8,0,0,0,0,0,0.020516129,0.010024,0.005921772,0.001963801,0.001056398,0.77097,0.6464,0.46218,0.56675,0.57575,0.01935,0.0048,0.00316,0.00147,0.00106,0,0,0,0.00106,4.00E-04,32,11,0.6,1,0.03125,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,1,6,78
12676,500513,MN,MW,5,0.002555903,0.046155574,0.099485204,0.12746119,0.05891604,1674.1,3543.5,7259.8,115714.4,413244.1,0,0,0,0,0,0,0,0,4788.7,14539.7,1674.1,3543.5,7259.8,110925.7,398704.4,0,0,0,4788.7,14539.7,0.01400641,0.007048,0.004932413,0.003550841,0.00392682,0,0.0536,0.10728,0.04089,0.02512,0,0,0,0.00124,0.0023,0.88782,0.8648,0.75812,0.72613,0.80859,19,7,0.0625,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,3,80
12688,500514,MN,MW,7,0.213221189,0.195699559,0.230952912,0.474574634,0.520086117,1393.9,4787.6,8511,66939.5,275175,0,0,0,0,0,0,0,0,0,24.7,1393.9,4787.6,8511,66939.5,275150.3,0,0,0,0,24.7,0.005474684,0.004716227,0.00312931,0.002009504,0.002098863,0.36709,0.2486,0.27011,0.25041,0.15907,0,0,0,0.00144,0.00165,0,0,0.01925,0.09274,0.13283,11,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,4,80
12695,500515,MN,MW,4,0.007279212,0.006758416,0.028186566,0.125260731,0.281511631,534,1666.5,4873,130369.8,736708,0,0,0,0,0,0,0,0,0,70917.8,534,1666.5,4873,NA,NA,0,0,0,0,70917.8,0.002168285,0.003911647,0.004389192,0.003952822,0.012766172,0.806,0.623,0.43116,0.4403,0.41156,0,0,0,0.00327,0.03455,0.00324,0.02892,0.07,0.0332,0.02124,31,11,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,5,86
12718,500517,MN,MW,6,0.27149865,0.168509282,0.179576842,0.340492204,0.376976385,814.3,1757.6,2992.8,43038,186979.5,0,0,0,0,0,0,0,0,0,0,814.3,1757.6,2992.8,43038,186979.5,0,0,0,0,0,0.018971061,0.007902322,0.004100575,0.000993315,0.000692537,0.45016,0.65012,0.62356,0.44366,0.41221,0.01608,0.004,0.00144,0.00181,0.00119,0,0,0,0.00155,0.00064,4,2,0.5,1,0.25,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,84
